,Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Wind Speed
2007-02-23 08:30:00-07:00,2007,2,23,8,30,11,113,429,256,4
2007-02-23 09:30:00-07:00,2007,2,23,9,30,14,177,476,407,5.5
2007-02-23 10:30:00-07:00,2007,2,23,10,30,15,219,506,520,6.5
2007-02-23 11:30:00-07:00,2007,2,23,11,30,16,264,470,573,6.9
2007-02-23 12:30:00-07:00,2007,2,23,12,30,15,320,311,528,7.1
2007-02-23 13:30:00-07:00,2007,2,23,13,30,14,224,544,564,7
2007-02-23 14:30:00-07:00,2007,2,23,14,30,13,208,455,450,6.9
2007-02-23 15:30:00-07:00,2007,2,23,15,30,11,146,16,153,6.5
2007-02-23 16:30:00-07:00,2007,2,23,16,30,9,63,487,174,5.2
2007-02-23 17:30:00-07:00,2007,2,23,17,30,7,19,0,19,3.7
2007-02-23 18:30:00-07:00,2007,2,23,18,30,5,0,0,0,2.9
2007-02-23 19:30:00-07:00,2007,2,23,19,30,3,0,0,0,2.6
2007-02-23 20:30:00-07:00,2007,2,23,20,30,3,0,0,0,2.3
2007-02-23 21:30:00-07:00,2007,2,23,21,30,2,0,0,0,2.3
2007-02-23 22:30:00-07:00,2007,2,23,22,30,2,0,0,0,2.8
2007-02-23 23:30:00-07:00,2007,2,23,23,30,2,0,0,0,4.1
2007-02-24 00:30:00-07:00,2007,2,24,0,30,2,0,0,0,5.8
2007-02-24 01:30:00-07:00,2007,2,24,1,30,2,0,0,0,7.3
2007-02-24 02:30:00-07:00,2007,2,24,2,30,2,0,0,0,8.7
2007-02-24 03:30:00-07:00,2007,2,24,3,30,1,0,0,0,9.9
2007-02-24 04:30:00-07:00,2007,2,24,4,30,1,0,0,0,10.5
2007-02-24 05:30:00-07:00,2007,2,24,5,30,0,0,0,0,11
2007-02-24 06:30:00-07:00,2007,2,24,6,30,0,0,0,0,11.3
2007-02-24 07:30:00-07:00,2007,2,24,7,30,1,22,0,22,11.7
2007-02-24 08:30:00-07:00,2007,2,24,8,30,3,144,154,196,12.5
2007-02-24 09:30:00-07:00,2007,2,24,9,30,4,209,331,371,13.1
2007-02-24 10:30:00-07:00,2007,2,24,10,30,6,233,474,516,13.2
2007-02-24 11:30:00-07:00,2007,2,24,11,30,7,250,521,595,12.7
2007-02-24 12:30:00-07:00,2007,2,24,12,30,8,241,581,631,11.8
2007-02-24 13:30:00-07:00,2007,2,24,13,30,8,91,955,693,10.8
2007-02-24 14:30:00-07:00,2007,2,24,14,30,8,78,935,581,9.6
2007-02-24 15:30:00-07:00,2007,2,24,15,30,7,64,876,416,8
2007-02-24 16:30:00-07:00,2007,2,24,16,30,5,46,736,217,6
2007-02-24 17:30:00-07:00,2007,2,24,17,30,2,27,0,27,4.9
2007-02-24 18:30:00-07:00,2007,2,24,18,30,0,0,0,0,4.6
2007-02-24 19:30:00-07:00,2007,2,24,19,30,0,0,0,0,4.2
2007-02-24 20:30:00-07:00,2007,2,24,20,30,0,0,0,0,3.5
2007-02-24 21:30:00-07:00,2007,2,24,21,30,-1,0,0,0,3
2007-02-24 22:30:00-07:00,2007,2,24,22,30,-2,0,0,0,2.7
2007-02-24 23:30:00-07:00,2007,2,24,23,30,-3,0,0,0,2.4
2007-02-25 00:30:00-07:00,2007,2,25,0,30,-3,0,0,0,2.1
2007-02-25 01:30:00-07:00,2007,2,25,1,30,-3,0,0,0,1.8
2007-02-25 02:30:00-07:00,2007,2,25,2,30,-3,0,0,0,1.5
2007-02-25 03:30:00-07:00,2007,2,25,3,30,-2,0,0,0,1.2
2007-02-25 04:30:00-07:00,2007,2,25,4,30,-2,0,0,0,0.9
2007-02-25 05:30:00-07:00,2007,2,25,5,30,-1,0,0,0,0.6
2007-02-25 06:30:00-07:00,2007,2,25,6,30,0,0,0,0,0.9
2007-02-25 07:30:00-07:00,2007,2,25,7,30,1,60,157,85,1.4
2007-02-25 08:30:00-07:00,2007,2,25,8,30,4,123,390,257,1.6
2007-02-25 09:30:00-07:00,2007,2,25,9,30,7,214,317,370,1.7
2007-02-25 10:30:00-07:00,2007,2,25,10,30,9,221,18,232,1.7
2007-02-25 11:30:00-07:00,2007,2,25,11,30,10,262,490,588,1.3
2007-02-25 12:30:00-07:00,2007,2,25,12,30,11,288,435,582,0.9
2007-02-25 13:30:00-07:00,2007,2,25,13,30,10,304,284,485,0.5
2007-02-25 14:30:00-07:00,2007,2,25,14,30,9,233,364,430,0.4
2007-02-25 15:30:00-07:00,2007,2,25,15,30,8,131,514,340,0.4
2007-02-25 16:30:00-07:00,2007,2,25,16,30,5,93,154,130,0.4
2007-02-25 17:30:00-07:00,2007,2,25,17,30,3,17,0,17,0.7
2007-02-25 18:30:00-07:00,2007,2,25,18,30,3,0,0,0,1.5
2007-02-25 19:30:00-07:00,2007,2,25,19,30,2,0,0,0,2.1
2007-02-25 20:30:00-07:00,2007,2,25,20,30,1,0,0,0,2.2
2007-02-25 21:30:00-07:00,2007,2,25,21,30,0,0,0,0,2.2
2007-02-25 22:30:00-07:00,2007,2,25,22,30,0,0,0,0,2.1
2007-02-25 23:30:00-07:00,2007,2,25,23,30,0,0,0,0,2.2
2007-02-26 00:30:00-07:00,2007,2,26,0,30,0,0,0,0,2.4
2007-02-26 01:30:00-07:00,2007,2,26,1,30,-1,0,0,0,2.4
2007-02-26 02:30:00-07:00,2007,2,26,2,30,-1,0,0,0,2
2007-02-26 03:30:00-07:00,2007,2,26,3,30,0,0,0,0,1.8
2007-02-26 04:30:00-07:00,2007,2,26,4,30,0,0,0,0,1.4
2007-02-26 05:30:00-07:00,2007,2,26,5,30,0,0,0,0,1
2007-02-26 06:30:00-07:00,2007,2,26,6,30,1,0,0,0,0.9
2007-02-26 07:30:00-07:00,2007,2,26,7,30,4,42,590,140,1.4
2007-02-26 08:30:00-07:00,2007,2,26,8,30,7,58,837,349,2.9
2007-02-26 09:30:00-07:00,2007,2,26,9,30,9,210,353,386,4.8
2007-02-26 10:30:00-07:00,2007,2,26,10,30,10,73,984,672,6
2007-02-26 11:30:00-07:00,2007,2,26,11,30,11,86,986,747,6.5
2007-02-26 12:30:00-07:00,2007,2,26,12,30,12,82,999,762,6.7
2007-02-26 13:30:00-07:00,2007,2,26,13,30,12,77,990,709,6.4
2007-02-26 14:30:00-07:00,2007,2,26,14,30,12,70,956,592,5.6
2007-02-26 15:30:00-07:00,2007,2,26,15,30,11,62,882,424,3.9
2007-02-26 16:30:00-07:00,2007,2,26,16,30,7,47,730,222,2.2
2007-02-26 17:30:00-07:00,2007,2,26,17,30,4,32,0,32,1.7
2007-02-26 18:30:00-07:00,2007,2,26,18,30,2,0,0,0,1.7
2007-02-26 19:30:00-07:00,2007,2,26,19,30,2,0,0,0,1.7
2007-02-26 20:30:00-07:00,2007,2,26,20,30,2,0,0,0,1.8
2007-02-26 21:30:00-07:00,2007,2,26,21,30,1,0,0,0,1.8
2007-02-26 22:30:00-07:00,2007,2,26,22,30,0,0,0,0,1.7
2007-02-26 23:30:00-07:00,2007,2,26,23,30,0,0,0,0,1.6
2007-02-27 00:30:00-07:00,2007,2,27,0,30,0,0,0,0,1.6
2007-02-27 01:30:00-07:00,2007,2,27,1,30,-1,0,0,0,1.4
2007-02-27 02:30:00-07:00,2007,2,27,2,30,-1,0,0,0,1.1
2007-02-27 03:30:00-07:00,2007,2,27,3,30,-1,0,0,0,0.9
2007-02-27 04:30:00-07:00,2007,2,27,4,30,-1,0,0,0,0.9
2007-02-27 05:30:00-07:00,2007,2,27,5,30,-1,0,0,0,1.1
2007-02-27 06:30:00-07:00,2007,2,27,6,30,0,0,0,0,1.7
2007-02-27 07:30:00-07:00,2007,2,27,7,30,2,41,608,146,2.3
2007-02-27 08:30:00-07:00,2007,2,27,8,30,6,143,269,238,2.3
2007-02-27 09:30:00-07:00,2007,2,27,9,30,9,219,319,380,2.4
2007-02-27 10:30:00-07:00,2007,2,27,10,30,11,77,974,674,2.6
2007-02-27 11:30:00-07:00,2007,2,27,11,30,13,84,986,751,3.3
2007-02-27 12:30:00-07:00,2007,2,27,12,30,14,85,991,764,4.5
2007-02-27 13:30:00-07:00,2007,2,27,13,30,15,80,984,713,5.9
2007-02-27 14:30:00-07:00,2007,2,27,14,30,14,74,954,599,7.1
2007-02-27 15:30:00-07:00,2007,2,27,15,30,13,66,881,430,6.8
2007-02-27 16:30:00-07:00,2007,2,27,16,30,10,50,727,227,5
2007-02-27 17:30:00-07:00,2007,2,27,17,30,7,19,292,34,3.7
2007-02-27 18:30:00-07:00,2007,2,27,18,30,5,0,0,0,3.5
2007-02-27 19:30:00-07:00,2007,2,27,19,30,4,0,0,0,3.3
2007-02-27 20:30:00-07:00,2007,2,27,20,30,3,0,0,0,3.1
2007-02-27 21:30:00-07:00,2007,2,27,21,30,3,0,0,0,2.9
2007-02-27 22:30:00-07:00,2007,2,27,22,30,2,0,0,0,2.5
2007-02-27 23:30:00-07:00,2007,2,27,23,30,2,0,0,0,2.2
2007-02-28 00:30:00-07:00,2007,2,28,0,30,1,0,0,0,1.9
2007-02-28 01:30:00-07:00,2007,2,28,1,30,1,0,0,0,2
2007-02-28 02:30:00-07:00,2007,2,28,2,30,0,0,0,0,2.6
2007-02-28 03:30:00-07:00,2007,2,28,3,30,0,0,0,0,2.9
2007-02-28 04:30:00-07:00,2007,2,28,4,30,0,0,0,0,2.5
2007-02-28 05:30:00-07:00,2007,2,28,5,30,0,0,0,0,2.2
2007-02-28 06:30:00-07:00,2007,2,28,6,30,1,0,0,0,2.7
2007-02-28 07:30:00-07:00,2007,2,28,7,30,3,41,626,152,3.6
2007-02-28 08:30:00-07:00,2007,2,28,8,30,5,62,827,358,4
2007-02-28 09:30:00-07:00,2007,2,28,9,30,6,212,383,407,3.6
2007-02-28 10:30:00-07:00,2007,2,28,10,30,7,232,503,544,3
2007-02-28 11:30:00-07:00,2007,2,28,11,30,8,319,350,558,2.5
2007-02-28 12:30:00-07:00,2007,2,28,12,30,8,330,335,561,1.9
2007-02-28 13:30:00-07:00,2007,2,28,13,30,7,32,0,32,1.4
2007-02-28 14:30:00-07:00,2007,2,28,14,30,6,16,0,16,1.6
2007-02-28 15:30:00-07:00,2007,2,28,15,30,5,117,0,117,2.8
2007-02-28 16:30:00-07:00,2007,2,28,16,30,3,24,0,24,4.4
2007-02-28 17:30:00-07:00,2007,2,28,17,30,10,20,267,35,1.6
2007-02-28 18:30:00-07:00,2007,2,28,18,30,8,0,0,0,2.2
2007-02-28 19:30:00-07:00,2007,2,28,19,30,7,0,0,0,2.5
2007-02-28 20:30:00-07:00,2007,2,28,20,30,5,0,0,0,2.6
2007-02-28 21:30:00-07:00,2007,2,28,21,30,5,0,0,0,2.7
2007-02-28 22:30:00-07:00,2007,2,28,22,30,5,0,0,0,2.9
2007-02-28 23:30:00-07:00,2007,2,28,23,30,4,0,0,0,3.1
1999-03-01 00:30:00-07:00,1999,3,1,0,30,4,0,0,0,3.1
1999-03-01 01:30:00-07:00,1999,3,1,1,30,4,0,0,0,2.9
1999-03-01 02:30:00-07:00,1999,3,1,2,30,3,0,0,0,2.5
1999-03-01 03:30:00-07:00,1999,3,1,3,30,3,0,0,0,2
1999-03-01 04:30:00-07:00,1999,3,1,4,30,3,0,0,0,1.8
1999-03-01 05:30:00-07:00,1999,3,1,5,30,4,0,0,0,1.6
1999-03-01 06:30:00-07:00,1999,3,1,6,30,5,0,0,0,1.3
1999-03-01 07:30:00-07:00,1999,3,1,7,30,9,55,379,124,1.7
1999-03-01 08:30:00-07:00,1999,3,1,8,30,12,149,256,242,2.3
1999-03-01 09:30:00-07:00,1999,3,1,9,30,16,186,486,435,2.8
1999-03-01 10:30:00-07:00,1999,3,1,10,30,19,91,943,678,3.1
1999-03-01 11:30:00-07:00,1999,3,1,11,30,20,91,973,758,3.2
1999-03-01 12:30:00-07:00,1999,3,1,12,30,21,95,969,769,3.7
1999-03-01 13:30:00-07:00,1999,3,1,13,30,21,96,944,712,4.8
1999-03-01 14:30:00-07:00,1999,3,1,14,30,20,96,887,592,6
1999-03-01 15:30:00-07:00,1999,3,1,15,30,19,87,793,422,6.3
1999-03-01 16:30:00-07:00,1999,3,1,16,30,15,66,624,223,5.3
1999-03-01 17:30:00-07:00,1999,3,1,17,30,11,24,197,35,4.2
1999-03-01 18:30:00-07:00,1999,3,1,18,30,9,0,0,0,3.8
1999-03-01 19:30:00-07:00,1999,3,1,19,30,8,0,0,0,3.6
1999-03-01 20:30:00-07:00,1999,3,1,20,30,7,0,0,0,3.3
1999-03-01 21:30:00-07:00,1999,3,1,21,30,6,0,0,0,3.2
1999-03-01 22:30:00-07:00,1999,3,1,22,30,5,0,0,0,3
1999-03-01 23:30:00-07:00,1999,3,1,23,30,5,0,0,0,2.5
1999-03-02 00:30:00-07:00,1999,3,2,0,30,4,0,0,0,2.1
1999-03-02 01:30:00-07:00,1999,3,2,1,30,3,0,0,0,2.1
1999-03-02 02:30:00-07:00,1999,3,2,2,30,2,0,0,0,2.1
1999-03-02 03:30:00-07:00,1999,3,2,3,30,2,0,0,0,2.1
1999-03-02 04:30:00-07:00,1999,3,2,4,30,2,0,0,0,2.3
1999-03-02 05:30:00-07:00,1999,3,2,5,30,1,0,0,0,2.5
1999-03-02 06:30:00-07:00,1999,3,2,6,30,2,0,0,0,3.6
1999-03-02 07:30:00-07:00,1999,3,2,7,30,4,48,588,158,5.1
1999-03-02 08:30:00-07:00,1999,3,2,8,30,6,149,280,252,5.6
1999-03-02 09:30:00-07:00,1999,3,2,9,30,8,223,354,406,5.5
1999-03-02 10:30:00-07:00,1999,3,2,10,30,9,274,400,526,5.3
1999-03-02 11:30:00-07:00,1999,3,2,11,30,10,263,23,279,5.3
1999-03-02 12:30:00-07:00,1999,3,2,12,30,11,329,65,376,5.5
1999-03-02 13:30:00-07:00,1999,3,2,13,30,12,328,187,451,5.6
1999-03-02 14:30:00-07:00,1999,3,2,14,30,11,173,600,511,5.4
1999-03-02 15:30:00-07:00,1999,3,2,15,30,10,57,899,440,5
1999-03-02 16:30:00-07:00,1999,3,2,16,30,7,82,402,184,4.1
1999-03-02 17:30:00-07:00,1999,3,2,17,30,4,22,160,32,3.4
1999-03-02 18:30:00-07:00,1999,3,2,18,30,2,0,0,0,2.7
1999-03-02 19:30:00-07:00,1999,3,2,19,30,0,0,0,0,1.7
1999-03-02 20:30:00-07:00,1999,3,2,20,30,0,0,0,0,1.2
1999-03-02 21:30:00-07:00,1999,3,2,21,30,0,0,0,0,1.1
1999-03-02 22:30:00-07:00,1999,3,2,22,30,-1,0,0,0,1.2
1999-03-02 23:30:00-07:00,1999,3,2,23,30,-1,0,0,0,1.3
1999-03-03 00:30:00-07:00,1999,3,3,0,30,-1,0,0,0,1.2
1999-03-03 01:30:00-07:00,1999,3,3,1,30,-1,0,0,0,1.1
1999-03-03 02:30:00-07:00,1999,3,3,2,30,-1,0,0,0,1
1999-03-03 03:30:00-07:00,1999,3,3,3,30,-1,0,0,0,0.7
1999-03-03 04:30:00-07:00,1999,3,3,4,30,-2,0,0,0,0.3
1999-03-03 05:30:00-07:00,1999,3,3,5,30,-1,0,0,0,0.3
1999-03-03 06:30:00-07:00,1999,3,3,6,30,0,0,0,0,0.9
1999-03-03 07:30:00-07:00,1999,3,3,7,30,3,65,298,122,1.5
1999-03-03 08:30:00-07:00,1999,3,3,8,30,8,72,805,372,2.1
1999-03-03 09:30:00-07:00,1999,3,3,9,30,13,88,893,555,2.7
1999-03-03 10:30:00-07:00,1999,3,3,10,30,16,99,936,692,2.7
1999-03-03 11:30:00-07:00,1999,3,3,11,30,18,105,955,768,2.5
1999-03-03 12:30:00-07:00,1999,3,3,12,30,19,226,660,691,2.6
1999-03-03 13:30:00-07:00,1999,3,3,13,30,20,134,833,685,3
1999-03-03 14:30:00-07:00,1999,3,3,14,30,19,240,389,461,3.3
1999-03-03 15:30:00-07:00,1999,3,3,15,30,18,150,471,352,2.9
1999-03-03 16:30:00-07:00,1999,3,3,16,30,14,102,186,150,2.5
1999-03-03 17:30:00-07:00,1999,3,3,17,30,11,23,47,26,2.2
1999-03-03 18:30:00-07:00,1999,3,3,18,30,9,0,0,0,1.5
1999-03-03 19:30:00-07:00,1999,3,3,19,30,8,0,0,0,1.2
1999-03-03 20:30:00-07:00,1999,3,3,20,30,7,0,0,0,2
1999-03-03 21:30:00-07:00,1999,3,3,21,30,6,0,0,0,2.6
1999-03-03 22:30:00-07:00,1999,3,3,22,30,6,0,0,0,2.7
1999-03-03 23:30:00-07:00,1999,3,3,23,30,5,0,0,0,2.4
1999-03-04 00:30:00-07:00,1999,3,4,0,30,4,0,0,0,2.1
1999-03-04 01:30:00-07:00,1999,3,4,1,30,4,0,0,0,1.9
1999-03-04 02:30:00-07:00,1999,3,4,2,30,4,0,0,0,1.9
1999-03-04 03:30:00-07:00,1999,3,4,3,30,4,0,0,0,2
1999-03-04 04:30:00-07:00,1999,3,4,4,30,3,0,0,0,2.5
1999-03-04 05:30:00-07:00,1999,3,4,5,30,3,0,0,0,3
1999-03-04 06:30:00-07:00,1999,3,4,6,30,5,0,0,0,3.6
1999-03-04 07:30:00-07:00,1999,3,4,7,30,8,55,452,143,4.1
1999-03-04 08:30:00-07:00,1999,3,4,8,30,11,134,421,293,4.1
1999-03-04 09:30:00-07:00,1999,3,4,9,30,13,174,544,462,3.8
1999-03-04 10:30:00-07:00,1999,3,4,10,30,14,213,606,600,3.6
1999-03-04 11:30:00-07:00,1999,3,4,11,30,15,211,689,694,3.8
1999-03-04 12:30:00-07:00,1999,3,4,12,30,16,237,645,694,4.2
1999-03-04 13:30:00-07:00,1999,3,4,13,30,17,113,895,709,4.4
1999-03-04 14:30:00-07:00,1999,3,4,14,30,16,88,911,609,4.4
1999-03-04 15:30:00-07:00,1999,3,4,15,30,15,79,830,439,4
1999-03-04 16:30:00-07:00,1999,3,4,16,30,13,62,663,236,3
1999-03-04 17:30:00-07:00,1999,3,4,17,30,10,26,248,43,2.6
1999-03-04 18:30:00-07:00,1999,3,4,18,30,8,0,0,0,2.8
1999-03-04 19:30:00-07:00,1999,3,4,19,30,6,0,0,0,2.7
1999-03-04 20:30:00-07:00,1999,3,4,20,30,5,0,0,0,2.7
1999-03-04 21:30:00-07:00,1999,3,4,21,30,3,0,0,0,3.7
1999-03-04 22:30:00-07:00,1999,3,4,22,30,2,0,0,0,4.7
1999-03-04 23:30:00-07:00,1999,3,4,23,30,1,0,0,0,4.7
1999-03-05 00:30:00-07:00,1999,3,5,0,30,1,0,0,0,3.9
1999-03-05 01:30:00-07:00,1999,3,5,1,30,0,0,0,0,2.7
1999-03-05 02:30:00-07:00,1999,3,5,2,30,0,0,0,0,1.6
1999-03-05 03:30:00-07:00,1999,3,5,3,30,0,0,0,0,0.8
1999-03-05 04:30:00-07:00,1999,3,5,4,30,-1,0,0,0,0.4
1999-03-05 05:30:00-07:00,1999,3,5,5,30,-1,0,0,0,0.5
1999-03-05 06:30:00-07:00,1999,3,5,6,30,0,0,0,0,1.4
1999-03-05 07:30:00-07:00,1999,3,5,7,30,2,45,678,181,2.1
1999-03-05 08:30:00-07:00,1999,3,5,8,30,5,59,881,396,1.9
1999-03-05 09:30:00-07:00,1999,3,5,9,30,8,67,970,584,1.8
1999-03-05 10:30:00-07:00,1999,3,5,10,30,11,74,1008,722,2.3
1999-03-05 11:30:00-07:00,1999,3,5,11,30,12,79,1022,799,3.4
1999-03-05 12:30:00-07:00,1999,3,5,12,30,13,274,550,666,4.7
1999-03-05 13:30:00-07:00,1999,3,5,13,30,14,263,26,281,5.8
1999-03-05 14:30:00-07:00,1999,3,5,14,30,13,276,210,397,6.3
1999-03-05 15:30:00-07:00,1999,3,5,15,30,12,177,346,328,6
1999-03-05 16:30:00-07:00,1999,3,5,16,30,9,108,112,138,4.7
1999-03-05 17:30:00-07:00,1999,3,5,17,30,6,25,25,26,4
1999-03-05 18:30:00-07:00,1999,3,5,18,30,4,0,0,0,4.4
1999-03-05 19:30:00-07:00,1999,3,5,19,30,3,0,0,0,4.8
1999-03-05 20:30:00-07:00,1999,3,5,20,30,2,0,0,0,5.1
1999-03-05 21:30:00-07:00,1999,3,5,21,30,1,0,0,0,4.7
1999-03-05 22:30:00-07:00,1999,3,5,22,30,0,0,0,0,3.9
1999-03-05 23:30:00-07:00,1999,3,5,23,30,0,0,0,0,2.9
1999-03-06 00:30:00-07:00,1999,3,6,0,30,0,0,0,0,2.2
1999-03-06 01:30:00-07:00,1999,3,6,1,30,-1,0,0,0,1.8
1999-03-06 02:30:00-07:00,1999,3,6,2,30,-1,0,0,0,1.4
1999-03-06 03:30:00-07:00,1999,3,6,3,30,-2,0,0,0,1.2
1999-03-06 04:30:00-07:00,1999,3,6,4,30,-2,0,0,0,1.5
1999-03-06 05:30:00-07:00,1999,3,6,5,30,-3,0,0,0,1.9
1999-03-06 06:30:00-07:00,1999,3,6,6,30,-2,0,0,0,2.3
1999-03-06 07:30:00-07:00,1999,3,6,7,30,0,30,0,30,2.7
1999-03-06 08:30:00-07:00,1999,3,6,8,30,1,145,20,153,3.1
1999-03-06 09:30:00-07:00,1999,3,6,9,30,3,154,3,156,3.5
1999-03-06 10:30:00-07:00,1999,3,6,10,30,6,277,40,303,3.8
1999-03-06 11:30:00-07:00,1999,3,6,11,30,8,347,88,410,4.1
1999-03-06 12:30:00-07:00,1999,3,6,12,30,9,366,141,468,4.7
1999-03-06 13:30:00-07:00,1999,3,6,13,30,9,325,291,521,5
1999-03-06 14:30:00-07:00,1999,3,6,14,30,9,92,908,618,5
1999-03-06 15:30:00-07:00,1999,3,6,15,30,8,80,835,449,4.9
1999-03-06 16:30:00-07:00,1999,3,6,16,30,6,62,684,246,4.1
1999-03-06 17:30:00-07:00,1999,3,6,17,30,3,27,305,50,3.3
1999-03-06 18:30:00-07:00,1999,3,6,18,30,1,0,0,0,3.1
1999-03-06 19:30:00-07:00,1999,3,6,19,30,0,0,0,0,2.8
1999-03-06 20:30:00-07:00,1999,3,6,20,30,0,0,0,0,2.5
1999-03-06 21:30:00-07:00,1999,3,6,21,30,0,0,0,0,2.2
1999-03-06 22:30:00-07:00,1999,3,6,22,30,-1,0,0,0,1.8
1999-03-06 23:30:00-07:00,1999,3,6,23,30,-1,0,0,0,1.7
1999-03-07 00:30:00-07:00,1999,3,7,0,30,-2,0,0,0,1.6
1999-03-07 01:30:00-07:00,1999,3,7,1,30,-2,0,0,0,1.7
1999-03-07 02:30:00-07:00,1999,3,7,2,30,-2,0,0,0,2
1999-03-07 03:30:00-07:00,1999,3,7,3,30,-2,0,0,0,2.1
1999-03-07 04:30:00-07:00,1999,3,7,4,30,-2,0,0,0,2
1999-03-07 05:30:00-07:00,1999,3,7,5,30,-2,0,0,0,1.8
1999-03-07 06:30:00-07:00,1999,3,7,6,30,-1,0,0,0,1.8
1999-03-07 07:30:00-07:00,1999,3,7,7,30,2,75,7,77,2
1999-03-07 08:30:00-07:00,1999,3,7,8,30,6,168,82,201,2.6
1999-03-07 09:30:00-07:00,1999,3,7,9,30,10,83,917,581,3.4
1999-03-07 10:30:00-07:00,1999,3,7,10,30,13,92,954,715,4
1999-03-07 11:30:00-07:00,1999,3,7,11,30,16,99,965,789,4.5
1999-03-07 12:30:00-07:00,1999,3,7,12,30,17,103,958,796,5
1999-03-07 13:30:00-07:00,1999,3,7,13,30,18,102,938,739,5.6
1999-03-07 14:30:00-07:00,1999,3,7,14,30,17,95,900,621,6.2
1999-03-07 15:30:00-07:00,1999,3,7,15,30,15,83,824,451,6.3
1999-03-07 16:30:00-07:00,1999,3,7,16,30,12,66,664,247,5.7
1999-03-07 17:30:00-07:00,1999,3,7,17,30,8,29,273,51,5.3
1999-03-07 18:30:00-07:00,1999,3,7,18,30,6,0,0,0,5.4
1999-03-07 19:30:00-07:00,1999,3,7,19,30,5,0,0,0,5.1
1999-03-07 20:30:00-07:00,1999,3,7,20,30,5,0,0,0,4.8
1999-03-07 21:30:00-07:00,1999,3,7,21,30,5,0,0,0,4.5
1999-03-07 22:30:00-07:00,1999,3,7,22,30,5,0,0,0,3.8
1999-03-07 23:30:00-07:00,1999,3,7,23,30,5,0,0,0,2.8
1999-03-08 00:30:00-07:00,1999,3,8,0,30,5,0,0,0,2.9
1999-03-08 01:30:00-07:00,1999,3,8,1,30,5,0,0,0,3.7
1999-03-08 02:30:00-07:00,1999,3,8,2,30,4,0,0,0,3.7
1999-03-08 03:30:00-07:00,1999,3,8,3,30,3,0,0,0,3
1999-03-08 04:30:00-07:00,1999,3,8,4,30,3,0,0,0,2.8
1999-03-08 05:30:00-07:00,1999,3,8,5,30,3,0,0,0,3.3
1999-03-08 06:30:00-07:00,1999,3,8,6,30,4,0,0,0,4.9
1999-03-08 07:30:00-07:00,1999,3,8,7,30,6,68,512,179,7.2
1999-03-08 08:30:00-07:00,1999,3,8,8,30,7,95,732,387,8.7
1999-03-08 09:30:00-07:00,1999,3,8,9,30,9,102,866,577,8.8
1999-03-08 10:30:00-07:00,1999,3,8,10,30,10,105,932,719,8.3
1999-03-08 11:30:00-07:00,1999,3,8,11,30,11,106,966,800,7.5
1999-03-08 12:30:00-07:00,1999,3,8,12,30,12,101,980,814,6.6
1999-03-08 13:30:00-07:00,1999,3,8,13,30,13,95,973,759,5.6
1999-03-08 14:30:00-07:00,1999,3,8,14,30,12,87,941,640,4.6
1999-03-08 15:30:00-07:00,1999,3,8,15,30,11,74,879,469,3.7
1999-03-08 16:30:00-07:00,1999,3,8,16,30,9,87,432,207,2.8
1999-03-08 17:30:00-07:00,1999,3,8,17,30,6,27,383,58,2.5
1999-03-08 18:30:00-07:00,1999,3,8,18,30,4,0,0,0,2.7
1999-03-08 19:30:00-07:00,1999,3,8,19,30,2,0,0,0,2.4
1999-03-08 20:30:00-07:00,1999,3,8,20,30,1,0,0,0,1.8
1999-03-08 21:30:00-07:00,1999,3,8,21,30,0,0,0,0,1.3
1999-03-08 22:30:00-07:00,1999,3,8,22,30,0,0,0,0,1
1999-03-08 23:30:00-07:00,1999,3,8,23,30,0,0,0,0,1
1999-03-09 00:30:00-07:00,1999,3,9,0,30,0,0,0,0,0.9
1999-03-09 01:30:00-07:00,1999,3,9,1,30,-1,0,0,0,0.8
1999-03-09 02:30:00-07:00,1999,3,9,2,30,-1,0,0,0,0.7
1999-03-09 03:30:00-07:00,1999,3,9,3,30,-1,0,0,0,0.6
1999-03-09 04:30:00-07:00,1999,3,9,4,30,0,0,0,0,0.3
1999-03-09 05:30:00-07:00,1999,3,9,5,30,0,0,0,0,0.3
1999-03-09 06:30:00-07:00,1999,3,9,6,30,1,10,0,10,0.6
1999-03-09 07:30:00-07:00,1999,3,9,7,30,3,70,519,185,0.5
1999-03-09 08:30:00-07:00,1999,3,9,8,30,7,121,542,340,0.4
1999-03-09 09:30:00-07:00,1999,3,9,9,30,10,162,622,506,0.9
1999-03-09 10:30:00-07:00,1999,3,9,10,30,12,277,434,565,1.8
1999-03-09 11:30:00-07:00,1999,3,9,11,30,15,290,502,654,2.8
1999-03-09 12:30:00-07:00,1999,3,9,12,30,16,96,976,811,3.5
1999-03-09 13:30:00-07:00,1999,3,9,13,30,17,90,969,756,3.8
1999-03-09 14:30:00-07:00,1999,3,9,14,30,17,86,931,637,4
1999-03-09 15:30:00-07:00,1999,3,9,15,30,16,76,860,467,4
1999-03-09 16:30:00-07:00,1999,3,9,16,30,14,60,719,262,3.5
1999-03-09 17:30:00-07:00,1999,3,9,17,30,10,29,357,59,3.6
1999-03-09 18:30:00-07:00,1999,3,9,18,30,8,0,0,0,4.1
1999-03-09 19:30:00-07:00,1999,3,9,19,30,7,0,0,0,4
1999-03-09 20:30:00-07:00,1999,3,9,20,30,6,0,0,0,3.5
