,Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Wind Speed
2004-01-01 00:30:00-07:00,2004,1,1,0,30,0,0,0,0,3
2004-01-01 01:30:00-07:00,2004,1,1,1,30,0,0,0,0,3
2004-01-01 02:30:00-07:00,2004,1,1,2,30,0,0,0,0,2.8
2004-01-01 03:30:00-07:00,2004,1,1,3,30,0,0,0,0,2.6
2004-01-01 04:30:00-07:00,2004,1,1,4,30,0,0,0,0,2.4
2004-01-01 05:30:00-07:00,2004,1,1,5,30,-1,0,0,0,2.4
2004-01-01 06:30:00-07:00,2004,1,1,6,30,-1,0,0,0,2.4
2004-01-01 07:30:00-07:00,2004,1,1,7,30,0,14,0,14,2.5
2004-01-01 08:30:00-07:00,2004,1,1,8,30,2,71,239,118,2.5
2004-01-01 09:30:00-07:00,2004,1,1,9,30,6,132,273,222,2.4
2004-01-01 10:30:00-07:00,2004,1,1,10,30,9,171,357,322,2.7
2004-01-01 11:30:00-07:00,2004,1,1,11,30,10,172,485,402,2.8
2004-01-01 12:30:00-07:00,2004,1,1,12,30,11,65,907,497,3
2004-01-01 13:30:00-07:00,2004,1,1,13,30,12,121,602,379,3
2004-01-01 14:30:00-07:00,2004,1,1,14,30,10,139,239,220,2.4
2004-01-01 15:30:00-07:00,2004,1,1,15,30,7,40,723,187,2
2004-01-01 16:30:00-07:00,2004,1,1,16,30,5,28,0,28,2.6
2004-01-01 17:30:00-07:00,2004,1,1,17,30,4,0,0,0,3
2004-01-01 18:30:00-07:00,2004,1,1,18,30,3,0,0,0,3.1
2004-01-01 19:30:00-07:00,2004,1,1,19,30,3,0,0,0,3.1
2004-01-01 20:30:00-07:00,2004,1,1,20,30,3,0,0,0,3.1
2004-01-01 21:30:00-07:00,2004,1,1,21,30,3,0,0,0,3.2
2004-01-01 22:30:00-07:00,2004,1,1,22,30,2,0,0,0,3.4
2004-01-01 23:30:00-07:00,2004,1,1,23,30,2,0,0,0,3.7
2004-01-02 00:30:00-07:00,2004,1,2,0,30,3,0,0,0,3.9
2004-01-02 01:30:00-07:00,2004,1,2,1,30,3,0,0,0,3.9
2004-01-02 02:30:00-07:00,2004,1,2,2,30,3,0,0,0,3.8
2004-01-02 03:30:00-07:00,2004,1,2,3,30,3,0,0,0,3.6
2004-01-02 04:30:00-07:00,2004,1,2,4,30,3,0,0,0,3.3
2004-01-02 05:30:00-07:00,2004,1,2,5,30,2,0,0,0,2.9
2004-01-02 06:30:00-07:00,2004,1,2,6,30,2,0,0,0,2.8
2004-01-02 07:30:00-07:00,2004,1,2,7,30,4,12,317,21,3.4
2004-01-02 08:30:00-07:00,2004,1,2,8,30,7,75,148,103,4.6
2004-01-02 09:30:00-07:00,2004,1,2,9,30,9,121,359,239,6
2004-01-02 10:30:00-07:00,2004,1,2,10,30,11,50,935,447,7
2004-01-02 11:30:00-07:00,2004,1,2,11,30,12,56,952,509,7.1
2004-01-02 12:30:00-07:00,2004,1,2,12,30,12,56,953,511,6.7
2004-01-02 13:30:00-07:00,2004,1,2,13,30,12,165,417,344,5.9
2004-01-02 14:30:00-07:00,2004,1,2,14,30,11,142,226,218,4.3
2004-01-02 15:30:00-07:00,2004,1,2,15,30,8,38,727,187,2.5
2004-01-02 16:30:00-07:00,2004,1,2,16,30,5,30,0,30,1.7
2004-01-02 17:30:00-07:00,2004,1,2,17,30,3,0,0,0,1.6
2004-01-02 18:30:00-07:00,2004,1,2,18,30,3,0,0,0,1.4
2004-01-02 19:30:00-07:00,2004,1,2,19,30,3,0,0,0,1.1
2004-01-02 20:30:00-07:00,2004,1,2,20,30,3,0,0,0,0.5
2004-01-02 21:30:00-07:00,2004,1,2,21,30,3,0,0,0,0.3
2004-01-02 22:30:00-07:00,2004,1,2,22,30,2,0,0,0,1.2
2004-01-02 23:30:00-07:00,2004,1,2,23,30,1,0,0,0,2.3
2004-01-03 00:30:00-07:00,2004,1,3,0,30,0,0,0,0,2.9
2004-01-03 01:30:00-07:00,2004,1,3,1,30,0,0,0,0,3
2004-01-03 02:30:00-07:00,2004,1,3,2,30,0,0,0,0,2.6
2004-01-03 03:30:00-07:00,2004,1,3,3,30,-1,0,0,0,2.4
2004-01-03 04:30:00-07:00,2004,1,3,4,30,-1,0,0,0,2.5
2004-01-03 05:30:00-07:00,2004,1,3,5,30,-2,0,0,0,2.9
2004-01-03 06:30:00-07:00,2004,1,3,6,30,-2,0,0,0,3.5
2004-01-03 07:30:00-07:00,2004,1,3,7,30,-1,8,0,8,4.5
2004-01-03 08:30:00-07:00,2004,1,3,8,30,0,68,1,69,5.6
2004-01-03 09:30:00-07:00,2004,1,3,9,30,1,125,22,133,6.1
2004-01-03 10:30:00-07:00,2004,1,3,10,30,3,193,170,266,6.1
2004-01-03 11:30:00-07:00,2004,1,3,11,30,5,117,0,117,6.1
2004-01-03 12:30:00-07:00,2004,1,3,12,30,6,222,113,277,6.1
2004-01-03 13:30:00-07:00,2004,1,3,13,30,7,187,60,213,6.1
2004-01-03 14:30:00-07:00,2004,1,3,14,30,6,57,0,57,5.6
2004-01-03 15:30:00-07:00,2004,1,3,15,30,5,79,213,123,4.4
2004-01-03 16:30:00-07:00,2004,1,3,16,30,3,20,0,20,3.3
2004-01-03 17:30:00-07:00,2004,1,3,17,30,1,0,0,0,3.5
2004-01-03 18:30:00-07:00,2004,1,3,18,30,0,0,0,0,3.9
2004-01-03 19:30:00-07:00,2004,1,3,19,30,-1,0,0,0,3.6
2004-01-03 20:30:00-07:00,2004,1,3,20,30,-2,0,0,0,3
2004-01-03 21:30:00-07:00,2004,1,3,21,30,-3,0,0,0,2.7
2004-01-03 22:30:00-07:00,2004,1,3,22,30,-4,0,0,0,2.4
2004-01-03 23:30:00-07:00,2004,1,3,23,30,-4,0,0,0,2.1
2004-01-04 00:30:00-07:00,2004,1,4,0,30,-5,0,0,0,1.7
2004-01-04 01:30:00-07:00,2004,1,4,1,30,-5,0,0,0,1
2004-01-04 02:30:00-07:00,2004,1,4,2,30,-5,0,0,0,0.8
2004-01-04 03:30:00-07:00,2004,1,4,3,30,-5,0,0,0,1.6
2004-01-04 04:30:00-07:00,2004,1,4,4,30,-5,0,0,0,2.2
2004-01-04 05:30:00-07:00,2004,1,4,5,30,-5,0,0,0,2.2
2004-01-04 06:30:00-07:00,2004,1,4,6,30,-6,0,0,0,2
2004-01-04 07:30:00-07:00,2004,1,4,7,30,-5,20,0,20,2.4
2004-01-04 08:30:00-07:00,2004,1,4,8,30,-2,51,686,184,3.4
2004-01-04 09:30:00-07:00,2004,1,4,9,30,0,69,864,353,3.7
2004-01-04 10:30:00-07:00,2004,1,4,10,30,0,77,949,481,3.2
2004-01-04 11:30:00-07:00,2004,1,4,11,30,1,83,978,550,2.4
2004-01-04 12:30:00-07:00,2004,1,4,12,30,1,81,986,555,1.7
2004-01-04 13:30:00-07:00,2004,1,4,13,30,2,75,968,495,1.2
2004-01-04 14:30:00-07:00,2004,1,4,14,30,1,64,912,375,0.7
2004-01-04 15:30:00-07:00,2004,1,4,15,30,0,47,781,211,0.5
2004-01-04 16:30:00-07:00,2004,1,4,16,30,-3,18,400,37,0.7
2004-01-04 17:30:00-07:00,2004,1,4,17,30,-4,0,0,0,1.2
2004-01-04 18:30:00-07:00,2004,1,4,18,30,-4,0,0,0,1.4
2004-01-04 19:30:00-07:00,2004,1,4,19,30,-5,0,0,0,1.4
2004-01-04 20:30:00-07:00,2004,1,4,20,30,-6,0,0,0,1.2
2004-01-04 21:30:00-07:00,2004,1,4,21,30,-6,0,0,0,1.2
2004-01-04 22:30:00-07:00,2004,1,4,22,30,-7,0,0,0,1.1
2004-01-04 23:30:00-07:00,2004,1,4,23,30,-7,0,0,0,0.9
2004-01-05 00:30:00-07:00,2004,1,5,0,30,-8,0,0,0,0.6
2004-01-05 01:30:00-07:00,2004,1,5,1,30,-8,0,0,0,0.5
2004-01-05 02:30:00-07:00,2004,1,5,2,30,-9,0,0,0,1.1
2004-01-05 03:30:00-07:00,2004,1,5,3,30,-9,0,0,0,1.8
2004-01-05 04:30:00-07:00,2004,1,5,4,30,-9,0,0,0,2.4
2004-01-05 05:30:00-07:00,2004,1,5,5,30,-10,0,0,0,2.7
2004-01-05 06:30:00-07:00,2004,1,5,6,30,-10,0,0,0,3
2004-01-05 07:30:00-07:00,2004,1,5,7,30,-8,11,0,11,3.4
2004-01-05 08:30:00-07:00,2004,1,5,8,30,-5,36,793,189,3.5
2004-01-05 09:30:00-07:00,2004,1,5,9,30,-3,47,933,354,3.7
2004-01-05 10:30:00-07:00,2004,1,5,10,30,-1,52,995,477,4.3
2004-01-05 11:30:00-07:00,2004,1,5,11,30,0,55,1019,543,4.6
2004-01-05 12:30:00-07:00,2004,1,5,12,30,0,54,1021,546,4.5
2004-01-05 13:30:00-07:00,2004,1,5,13,30,0,51,998,487,4.3
2004-01-05 14:30:00-07:00,2004,1,5,14,30,0,47,939,371,3.8
2004-01-05 15:30:00-07:00,2004,1,5,15,30,-1,37,813,211,2.7
2004-01-05 16:30:00-07:00,2004,1,5,16,30,-4,17,456,40,1.8
2004-01-05 17:30:00-07:00,2004,1,5,17,30,-5,0,0,0,1.8
2004-01-05 18:30:00-07:00,2004,1,5,18,30,-7,0,0,0,1.6
2004-01-05 19:30:00-07:00,2004,1,5,19,30,-8,0,0,0,1.2
2004-01-05 20:30:00-07:00,2004,1,5,20,30,-8,0,0,0,1.4
2004-01-05 21:30:00-07:00,2004,1,5,21,30,-9,0,0,0,2.1
2004-01-05 22:30:00-07:00,2004,1,5,22,30,-9,0,0,0,2.5
2004-01-05 23:30:00-07:00,2004,1,5,23,30,-10,0,0,0,2.5
2004-01-06 00:30:00-07:00,2004,1,6,0,30,-10,0,0,0,2.1
2004-01-06 01:30:00-07:00,2004,1,6,1,30,-10,0,0,0,1.6
2004-01-06 02:30:00-07:00,2004,1,6,2,30,-11,0,0,0,1
2004-01-06 03:30:00-07:00,2004,1,6,3,30,-11,0,0,0,0.6
2004-01-06 04:30:00-07:00,2004,1,6,4,30,-11,0,0,0,0.4
2004-01-06 05:30:00-07:00,2004,1,6,5,30,-11,0,0,0,0.7
2004-01-06 06:30:00-07:00,2004,1,6,6,30,-11,0,0,0,1.4
2004-01-06 07:30:00-07:00,2004,1,6,7,30,-9,7,0,7,1.9
2004-01-06 08:30:00-07:00,2004,1,6,8,30,-6,75,91,93,1.7
2004-01-06 09:30:00-07:00,2004,1,6,9,30,-3,141,160,194,1.3
2004-01-06 10:30:00-07:00,2004,1,6,10,30,-1,188,250,295,1.2
2004-01-06 11:30:00-07:00,2004,1,6,11,30,0,202,357,373,1.4
2004-01-06 12:30:00-07:00,2004,1,6,12,30,1,70,930,521,1.9
2004-01-06 13:30:00-07:00,2004,1,6,13,30,1,64,914,465,2.5
2004-01-06 14:30:00-07:00,2004,1,6,14,30,0,59,841,351,3
2004-01-06 15:30:00-07:00,2004,1,6,15,30,0,60,481,164,3.2
2004-01-06 16:30:00-07:00,2004,1,6,16,30,-2,19,201,30,3
2004-01-06 17:30:00-07:00,2004,1,6,17,30,-3,0,0,0,2.8
2004-01-06 18:30:00-07:00,2004,1,6,18,30,-3,0,0,0,2.5
2004-01-06 19:30:00-07:00,2004,1,6,19,30,-4,0,0,0,2.2
2004-01-06 20:30:00-07:00,2004,1,6,20,30,-4,0,0,0,1.7
2004-01-06 21:30:00-07:00,2004,1,6,21,30,-4,0,0,0,1.2
2004-01-06 22:30:00-07:00,2004,1,6,22,30,-4,0,0,0,1
2004-01-06 23:30:00-07:00,2004,1,6,23,30,-4,0,0,0,0.8
2004-01-07 00:30:00-07:00,2004,1,7,0,30,-4,0,0,0,1
2004-01-07 01:30:00-07:00,2004,1,7,1,30,-3,0,0,0,1.5
2004-01-07 02:30:00-07:00,2004,1,7,2,30,-2,0,0,0,1.7
2004-01-07 03:30:00-07:00,2004,1,7,3,30,-1,0,0,0,2.1
2004-01-07 04:30:00-07:00,2004,1,7,4,30,0,0,0,0,2.7
2004-01-07 05:30:00-07:00,2004,1,7,5,30,0,0,0,0,3.1
2004-01-07 06:30:00-07:00,2004,1,7,6,30,0,0,0,0,3
2004-01-07 07:30:00-07:00,2004,1,7,7,30,1,15,0,15,2.7
2004-01-07 08:30:00-07:00,2004,1,7,8,30,3,69,279,123,2.2
2004-01-07 09:30:00-07:00,2004,1,7,9,30,5,129,317,234,1.6
2004-01-07 10:30:00-07:00,2004,1,7,10,30,6,192,229,290,1.2
2004-01-07 11:30:00-07:00,2004,1,7,11,30,8,196,396,387,1.1
2004-01-07 12:30:00-07:00,2004,1,7,12,30,9,65,923,514,1
2004-01-07 13:30:00-07:00,2004,1,7,13,30,10,172,403,350,0.8
2004-01-07 14:30:00-07:00,2004,1,7,14,30,9,120,444,275,0.5
2004-01-07 15:30:00-07:00,2004,1,7,15,30,6,61,481,166,0.4
2004-01-07 16:30:00-07:00,2004,1,7,16,30,4,19,234,33,0.4
2004-01-07 17:30:00-07:00,2004,1,7,17,30,3,0,0,0,0.5
2004-01-07 18:30:00-07:00,2004,1,7,18,30,2,0,0,0,0.8
2004-01-07 19:30:00-07:00,2004,1,7,19,30,2,0,0,0,1.1
2004-01-07 20:30:00-07:00,2004,1,7,20,30,1,0,0,0,1.6
2004-01-07 21:30:00-07:00,2004,1,7,21,30,1,0,0,0,2.3
2004-01-07 22:30:00-07:00,2004,1,7,22,30,1,0,0,0,2.9
2004-01-07 23:30:00-07:00,2004,1,7,23,30,0,0,0,0,3.3
2004-01-08 00:30:00-07:00,2004,1,8,0,30,0,0,0,0,3.3
2004-01-08 01:30:00-07:00,2004,1,8,1,30,0,0,0,0,3
2004-01-08 02:30:00-07:00,2004,1,8,2,30,0,0,0,0,2.5
2004-01-08 03:30:00-07:00,2004,1,8,3,30,0,0,0,0,2.1
2004-01-08 04:30:00-07:00,2004,1,8,4,30,0,0,0,0,2
2004-01-08 05:30:00-07:00,2004,1,8,5,30,-1,0,0,0,2
2004-01-08 06:30:00-07:00,2004,1,8,6,30,0,0,0,0,2
2004-01-08 07:30:00-07:00,2004,1,8,7,30,0,13,344,22,2.1
2004-01-08 08:30:00-07:00,2004,1,8,8,30,2,36,777,188,2.2
2004-01-08 09:30:00-07:00,2004,1,8,9,30,5,46,915,351,2.3
2004-01-08 10:30:00-07:00,2004,1,8,10,30,8,52,973,471,2.2
2004-01-08 11:30:00-07:00,2004,1,8,11,30,9,57,989,536,1.7
2004-01-08 12:30:00-07:00,2004,1,8,12,30,10,58,982,538,1
2004-01-08 13:30:00-07:00,2004,1,8,13,30,10,56,957,480,0.5
2004-01-08 14:30:00-07:00,2004,1,8,14,30,9,49,904,367,0.6
2004-01-08 15:30:00-07:00,2004,1,8,15,30,6,38,782,211,0.8
2004-01-08 16:30:00-07:00,2004,1,8,16,30,4,18,446,44,0.7
2004-01-08 17:30:00-07:00,2004,1,8,17,30,3,0,0,0,0.5
2004-01-08 18:30:00-07:00,2004,1,8,18,30,2,0,0,0,0.6
2004-01-08 19:30:00-07:00,2004,1,8,19,30,2,0,0,0,1.1
2004-01-08 20:30:00-07:00,2004,1,8,20,30,1,0,0,0,1.5
2004-01-08 21:30:00-07:00,2004,1,8,21,30,0,0,0,0,2
2004-01-08 22:30:00-07:00,2004,1,8,22,30,0,0,0,0,2.4
2004-01-08 23:30:00-07:00,2004,1,8,23,30,0,0,0,0,2.8
2004-01-09 00:30:00-07:00,2004,1,9,0,30,0,0,0,0,3.2
2004-01-09 01:30:00-07:00,2004,1,9,1,30,0,0,0,0,3.3
2004-01-09 02:30:00-07:00,2004,1,9,2,30,0,0,0,0,3.2
2004-01-09 03:30:00-07:00,2004,1,9,3,30,0,0,0,0,3
2004-01-09 04:30:00-07:00,2004,1,9,4,30,0,0,0,0,2.8
2004-01-09 05:30:00-07:00,2004,1,9,5,30,0,0,0,0,2.6
2004-01-09 06:30:00-07:00,2004,1,9,6,30,0,0,0,0,2.4
2004-01-09 07:30:00-07:00,2004,1,9,7,30,1,1,0,1,2.5
2004-01-09 08:30:00-07:00,2004,1,9,8,30,4,74,43,83,2.5
2004-01-09 09:30:00-07:00,2004,1,9,9,30,7,45,878,338,2
2004-01-09 10:30:00-07:00,2004,1,9,10,30,10,178,338,324,1.9
2004-01-09 11:30:00-07:00,2004,1,9,11,30,11,59,956,524,2.2
2004-01-09 12:30:00-07:00,2004,1,9,12,30,12,60,956,529,2.2
2004-01-09 13:30:00-07:00,2004,1,9,13,30,11,58,932,474,1.9
2004-01-09 14:30:00-07:00,2004,1,9,14,30,9,52,873,363,1.5
2004-01-09 15:30:00-07:00,2004,1,9,15,30,6,42,745,209,1.4
2004-01-09 16:30:00-07:00,2004,1,9,16,30,3,19,403,44,1.5
2004-01-09 17:30:00-07:00,2004,1,9,17,30,3,0,0,0,1.3
2004-01-09 18:30:00-07:00,2004,1,9,18,30,3,0,0,0,0.9
2004-01-09 19:30:00-07:00,2004,1,9,19,30,3,0,0,0,0.6
2004-01-09 20:30:00-07:00,2004,1,9,20,30,3,0,0,0,0.4
2004-01-09 21:30:00-07:00,2004,1,9,21,30,2,0,0,0,0.3
2004-01-09 22:30:00-07:00,2004,1,9,22,30,1,0,0,0,0.3
2004-01-09 23:30:00-07:00,2004,1,9,23,30,1,0,0,0,0.2
2004-01-10 00:30:00-07:00,2004,1,10,0,30,0,0,0,0,0.3
2004-01-10 01:30:00-07:00,2004,1,10,1,30,0,0,0,0,0.5
2004-01-10 02:30:00-07:00,2004,1,10,2,30,0,0,0,0,0.7
2004-01-10 03:30:00-07:00,2004,1,10,3,30,0,0,0,0,1
2004-01-10 04:30:00-07:00,2004,1,10,4,30,0,0,0,0,1.2
2004-01-10 05:30:00-07:00,2004,1,10,5,30,0,0,0,0,1.5
2004-01-10 06:30:00-07:00,2004,1,10,6,30,0,0,0,0,1.6
2004-01-10 07:30:00-07:00,2004,1,10,7,30,3,10,0,10,1.8
2004-01-10 08:30:00-07:00,2004,1,10,8,30,6,35,742,181,2.4
2004-01-10 09:30:00-07:00,2004,1,10,9,30,9,133,295,232,2.5
2004-01-10 10:30:00-07:00,2004,1,10,10,30,12,51,953,464,2.1
2004-01-10 11:30:00-07:00,2004,1,10,11,30,14,52,984,532,1.9
2004-01-10 12:30:00-07:00,2004,1,10,12,30,15,52,988,539,1.8
2004-01-10 13:30:00-07:00,2004,1,10,13,30,15,50,968,485,1.2
2004-01-10 14:30:00-07:00,2004,1,10,14,30,13,47,913,374,0.8
2004-01-10 15:30:00-07:00,2004,1,10,15,30,10,38,796,219,0.9
2004-01-10 16:30:00-07:00,2004,1,10,16,30,8,19,475,50,0.9
2004-01-10 17:30:00-07:00,2004,1,10,17,30,6,0,0,0,1
2004-01-10 18:30:00-07:00,2004,1,10,18,30,5,0,0,0,1.3
2004-01-10 19:30:00-07:00,2004,1,10,19,30,4,0,0,0,1.7
2004-01-10 20:30:00-07:00,2004,1,10,20,30,3,0,0,0,1.9
2004-01-10 21:30:00-07:00,2004,1,10,21,30,3,0,0,0,2
2004-01-10 22:30:00-07:00,2004,1,10,22,30,3,0,0,0,2
2004-01-10 23:30:00-07:00,2004,1,10,23,30,3,0,0,0,1.8
2004-01-11 00:30:00-07:00,2004,1,11,0,30,3,0,0,0,1.4
2004-01-11 01:30:00-07:00,2004,1,11,1,30,4,0,0,0,1.1
2004-01-11 02:30:00-07:00,2004,1,11,2,30,4,0,0,0,0.9
2004-01-11 03:30:00-07:00,2004,1,11,3,30,4,0,0,0,0.8
2004-01-11 04:30:00-07:00,2004,1,11,4,30,4,0,0,0,0.7
2004-01-11 05:30:00-07:00,2004,1,11,5,30,4,0,0,0,0.6
2004-01-11 06:30:00-07:00,2004,1,11,6,30,4,0,0,0,0.6
2004-01-11 07:30:00-07:00,2004,1,11,7,30,5,11,0,11,0.7
2004-01-11 08:30:00-07:00,2004,1,11,8,30,8,74,216,117,1.1
2004-01-11 09:30:00-07:00,2004,1,11,9,30,10,122,387,252,1.8
2004-01-11 10:30:00-07:00,2004,1,11,10,30,12,167,407,345,2.5
2004-01-11 11:30:00-07:00,2004,1,11,11,30,13,62,969,537,2.7
2004-01-11 12:30:00-07:00,2004,1,11,12,30,14,62,972,544,2.5
2004-01-11 13:30:00-07:00,2004,1,11,13,30,14,59,951,488,2
2004-01-11 14:30:00-07:00,2004,1,11,14,30,12,145,308,256,1.3
2004-01-11 15:30:00-07:00,2004,1,11,15,30,9,90,186,133,1.2
2004-01-11 16:30:00-07:00,2004,1,11,16,30,6,24,94,30,1.4
2004-01-11 17:30:00-07:00,2004,1,11,17,30,5,0,0,0,1.4
2004-01-11 18:30:00-07:00,2004,1,11,18,30,4,0,0,0,1.1
2004-01-11 19:30:00-07:00,2004,1,11,19,30,4,0,0,0,0.8
2004-01-11 20:30:00-07:00,2004,1,11,20,30,3,0,0,0,0.6
2004-01-11 21:30:00-07:00,2004,1,11,21,30,2,0,0,0,0.7
2004-01-11 22:30:00-07:00,2004,1,11,22,30,1,0,0,0,1
2004-01-11 23:30:00-07:00,2004,1,11,23,30,1,0,0,0,1.1
2004-01-12 00:30:00-07:00,2004,1,12,0,30,1,0,0,0,1.2
2004-01-12 01:30:00-07:00,2004,1,12,1,30,1,0,0,0,1.4
2004-01-12 02:30:00-07:00,2004,1,12,2,30,1,0,0,0,1.4
2004-01-12 03:30:00-07:00,2004,1,12,3,30,1,0,0,0,1.4
2004-01-12 04:30:00-07:00,2004,1,12,4,30,1,0,0,0,1.3
2004-01-12 05:30:00-07:00,2004,1,12,5,30,1,0,0,0,1.3
2004-01-12 06:30:00-07:00,2004,1,12,6,30,1,0,0,0,1.2
2004-01-12 07:30:00-07:00,2004,1,12,7,30,2,13,0,13,1
2004-01-12 08:30:00-07:00,2004,1,12,8,30,5,68,317,131,0.9
2004-01-12 09:30:00-07:00,2004,1,12,9,30,8,139,251,224,1.4
2004-01-12 10:30:00-07:00,2004,1,12,10,30,10,175,374,339,1.9
2004-01-12 11:30:00-07:00,2004,1,12,11,30,11,172,514,425,2
2004-01-12 12:30:00-07:00,2004,1,12,12,30,11,148,603,449,1.9
2004-01-12 13:30:00-07:00,2004,1,12,13,30,11,153,520,390,1.8
2004-01-12 14:30:00-07:00,2004,1,12,14,30,10,137,376,274,1.4
2004-01-12 15:30:00-07:00,2004,1,12,15,30,7,90,209,139,1.1
2004-01-12 16:30:00-07:00,2004,1,12,16,30,4,26,91,32,1
2004-01-12 17:30:00-07:00,2004,1,12,17,30,4,0,0,0,0.6
2004-01-12 18:30:00-07:00,2004,1,12,18,30,4,0,0,0,0.4
2004-01-12 19:30:00-07:00,2004,1,12,19,30,3,0,0,0,0.7
2004-01-12 20:30:00-07:00,2004,1,12,20,30,3,0,0,0,1.1
2004-01-12 21:30:00-07:00,2004,1,12,21,30,2,0,0,0,1.3
2004-01-12 22:30:00-07:00,2004,1,12,22,30,2,0,0,0,1.3
2004-01-12 23:30:00-07:00,2004,1,12,23,30,2,0,0,0,1.3
2004-01-13 00:30:00-07:00,2004,1,13,0,30,3,0,0,0,1.2
2004-01-13 01:30:00-07:00,2004,1,13,1,30,3,0,0,0,1.1
2004-01-13 02:30:00-07:00,2004,1,13,2,30,3,0,0,0,0.9
2004-01-13 03:30:00-07:00,2004,1,13,3,30,2,0,0,0,0.8
2004-01-13 04:30:00-07:00,2004,1,13,4,30,2,0,0,0,0.8
2004-01-13 05:30:00-07:00,2004,1,13,5,30,1,0,0,0,1
2004-01-13 06:30:00-07:00,2004,1,13,6,30,1,0,0,0,1.1
2004-01-13 07:30:00-07:00,2004,1,13,7,30,3,12,0,12,1.1
2004-01-13 08:30:00-07:00,2004,1,13,8,30,6,70,291,128,1.3
2004-01-13 09:30:00-07:00,2004,1,13,9,30,9,136,286,233,1.6
2004-01-13 10:30:00-07:00,2004,1,13,10,30,12,61,945,476,1.8
2004-01-13 11:30:00-07:00,2004,1,13,11,30,13,64,975,547,2.2
2004-01-13 12:30:00-07:00,2004,1,13,12,30,14,65,979,555,2.2
2004-01-13 13:30:00-07:00,2004,1,13,13,30,14,62,959,500,1.9
2004-01-13 14:30:00-07:00,2004,1,13,14,30,13,55,909,388,1.3
2004-01-13 15:30:00-07:00,2004,1,13,15,30,10,44,792,231,1.1
2004-01-13 16:30:00-07:00,2004,1,13,16,30,8,22,478,58,1.2
2004-01-13 17:30:00-07:00,2004,1,13,17,30,6,0,0,0,0.9
2004-01-13 18:30:00-07:00,2004,1,13,18,30,5,0,0,0,0.7
2004-01-13 19:30:00-07:00,2004,1,13,19,30,4,0,0,0,0.9
2004-01-13 20:30:00-07:00,2004,1,13,20,30,3,0,0,0,1.3
2004-01-13 21:30:00-07:00,2004,1,13,21,30,2,0,0,0,1.6
2004-01-13 22:30:00-07:00,2004,1,13,22,30,2,0,0,0,1.8
2004-01-13 23:30:00-07:00,2004,1,13,23,30,1,0,0,0,1.8
2004-01-14 00:30:00-07:00,2004,1,14,0,30,1,0,0,0,1.8
2004-01-14 01:30:00-07:00,2004,1,14,1,30,1,0,0,0,1.9
2004-01-14 02:30:00-07:00,2004,1,14,2,30,1,0,0,0,1.8
2004-01-14 03:30:00-07:00,2004,1,14,3,30,1,0,0,0,1.7
2004-01-14 04:30:00-07:00,2004,1,14,4,30,1,0,0,0,1.7
2004-01-14 05:30:00-07:00,2004,1,14,5,30,1,0,0,0,1.6
2004-01-14 06:30:00-07:00,2004,1,14,6,30,1,0,0,0,1.4
2004-01-14 07:30:00-07:00,2004,1,14,7,30,4,10,0,10,1.2
2004-01-14 08:30:00-07:00,2004,1,14,8,30,7,69,308,131,1.4
2004-01-14 09:30:00-07:00,2004,1,14,9,30,10,132,327,243,2
2004-01-14 10:30:00-07:00,2004,1,14,10,30,12,190,293,319,2.2
2004-01-14 11:30:00-07:00,2004,1,14,11,30,13,200,411,404,2
2004-01-14 12:30:00-07:00,2004,1,14,12,30,14,197,440,418,1.6
2004-01-14 13:30:00-07:00,2004,1,14,13,30,14,185,388,363,1.4
2004-01-14 14:30:00-07:00,2004,1,14,14,30,12,146,330,268,1.2
2004-01-14 15:30:00-07:00,2004,1,14,15,30,9,87,306,160,1.3
2004-01-14 16:30:00-07:00,2004,1,14,16,30,6,27,180,41,1.5
2004-01-14 17:30:00-07:00,2004,1,14,17,30,4,0,0,0,1.6
2004-01-14 18:30:00-07:00,2004,1,14,18,30,4,0,0,0,1.5
2004-01-14 19:30:00-07:00,2004,1,14,19,30,4,0,0,0,1.4
2004-01-14 20:30:00-07:00,2004,1,14,20,30,4,0,0,0,1.2
2004-01-14 21:30:00-07:00,2004,1,14,21,30,5,0,0,0,0.9
2004-01-14 22:30:00-07:00,2004,1,14,22,30,4,0,0,0,0.8
2004-01-14 23:30:00-07:00,2004,1,14,23,30,4,0,0,0,0.9
2004-01-15 00:30:00-07:00,2004,1,15,0,30,4,0,0,0,0.9
2004-01-15 01:30:00-07:00,2004,1,15,1,30,3,0,0,0,0.9
2004-01-15 02:30:00-07:00,2004,1,15,2,30,3,0,0,0,0.8
2004-01-15 03:30:00-07:00,2004,1,15,3,30,3,0,0,0,0.8
2004-01-15 04:30:00-07:00,2004,1,15,4,30,2,0,0,0,0.9
2004-01-15 05:30:00-07:00,2004,1,15,5,30,2,0,0,0,0.9
2004-01-15 06:30:00-07:00,2004,1,15,6,30,2,0,0,0,0.9
2004-01-15 07:30:00-07:00,2004,1,15,7,30,4,8,0,8,0.8
2004-01-15 08:30:00-07:00,2004,1,15,8,30,6,62,0,62,0.8
2004-01-15 09:30:00-07:00,2004,1,15,9,30,9,142,56,161,1.1
2004-01-15 10:30:00-07:00,2004,1,15,10,30,11,176,392,349,1.7
2004-01-15 11:30:00-07:00,2004,1,15,11,30,13,206,394,402,2.4
2004-01-15 12:30:00-07:00,2004,1,15,12,30,14,172,533,441,2.9
