timestamp,actual_consumption,actual_pv,price_buy,price_sell,heat_load,cool_load,gas,pv_c
2020-01-06 18:00:00-07:00,1369.50786,-0.075,0.049,0.031,2059.858025,313.5622356,9.51,0
2020-01-06 19:00:00-07:00,1352.645411,-0.075,0.049,0.031,2132.771788,302.2455708,9.51,0
2020-01-06 20:00:00-07:00,1155.068273,-0.075,0.049,0.031,2320.762998,286.038699,9.51,0
2020-01-06 21:00:00-07:00,1081.943441,-0.075,0.049,0.031,2511.147063,273.4630287,9.51,0
2020-01-06 22:00:00-07:00,892.1266612,-0.075,0.031,0.031,2621.134535,263.4296351,9.51,0
2020-01-06 23:00:00-07:00,770.9670193,-0.075,0.031,0.031,2836.340535,257.2556058,9.51,0
2020-01-07 00:00:00-07:00,632.3990456,-0.075,0.031,0.031,3067.749979,250.6790236,9.51,0
2020-01-07 01:00:00-07:00,580.5773792,-0.075,0.031,0.031,3207.907415,243.0077254,9.51,0
2020-01-07 02:00:00-07:00,563.4889588,-0.075,0.031,0.031,3329.392009,238.1471127,9.51,0
2020-01-07 03:00:00-07:00,560.481379,-0.075,0.031,0.031,3420.599982,234.7607263,9.51,0
2020-01-07 04:00:00-07:00,570.998794,-0.075,0.031,0.031,3480.737186,230.9450094,9.51,0
2020-01-07 05:00:00-07:00,597.5389203,-0.075,0.031,0.031,3532.747741,229.8484258,9.51,0
2020-01-07 06:00:00-07:00,776.9871123,-0.075,0.049,0.031,3401.568631,229.8933493,9.51,0
2020-01-07 07:00:00-07:00,995.7329068,-0.075,0.049,0.031,3822.024551,229.730001,9.51,3.3
2020-01-07 08:00:00-07:00,990.3441744,48.05262067,0.049,0.031,3710.379844,229.5075704,9.51,27.06
2020-01-07 09:00:00-07:00,990.1546173,74.22680104,0.049,0.031,3563.425341,235.5572251,9.51,51.48
2020-01-07 10:00:00-07:00,1024.591363,78.06561279,0.049,0.031,3821.743372,244.7360571,9.51,63.8
2020-01-07 11:00:00-07:00,1014.448736,110.7913883,0.049,0.031,3214.625833,260.576847,9.51,85.14
2020-01-07 12:00:00-07:00,1004.59915,164.9480324,0.049,0.031,2864.133929,280.0043325,9.51,113.08
2020-01-07 13:00:00-07:00,985.4654971,105.3957545,0.049,0.031,2814.76496,281.5170645,9.51,77
2020-01-07 14:00:00-07:00,979.3042245,91.89631951,0.049,0.031,2778.754897,278.2803681,9.51,60.5
2020-01-07 15:00:00-07:00,930.1504972,70.07337716,0.049,0.031,2694.834367,272.403007,9.51,36.52
2020-01-07 16:00:00-07:00,1043.299361,12.53650292,0.049,0.031,2709.212645,269.009592,9.51,7.26
2020-01-07 17:00:00-07:00,1246.208734,-0.075,0.049,0.031,3132.840308,262.280821,9.51,0
2020-01-07 18:00:00-07:00,1318.074609,-0.075,0.049,0.031,2775.522167,251.3868463,9.51,0
2020-01-07 19:00:00-07:00,1291.964313,-0.075,0.049,0.031,2606.751342,246.7414452,9.51,0
2020-01-07 20:00:00-07:00,1116.12521,-0.075,0.049,0.031,2759.28915,241.5692884,9.51,0
2020-01-07 21:00:00-07:00,1050.949174,-0.075,0.049,0.031,2894.058897,238.7071131,9.51,0
2020-01-07 22:00:00-07:00,914.7990747,-0.075,0.031,0.031,3097.45967,232.4173227,9.51,0
2020-01-07 23:00:00-07:00,787.5164262,-0.075,0.031,0.031,3274.049435,227.3933296,9.51,0
2020-01-08 00:00:00-07:00,631.5578089,-0.075,0.031,0.031,3475.153667,222.6537516,9.51,0
2020-01-08 01:00:00-07:00,578.6675094,-0.075,0.031,0.031,3575.984671,216.7878621,9.51,0
2020-01-08 02:00:00-07:00,560.9225651,-0.075,0.031,0.031,3675.671119,212.7207221,9.51,0
2020-01-08 03:00:00-07:00,557.2594264,-0.075,0.031,0.031,3742.164965,210.3839462,9.51,0
2020-01-08 04:00:00-07:00,567.1944394,-0.075,0.031,0.031,3778.955653,208.183884,9.51,0
2020-01-08 05:00:00-07:00,593.2224043,-0.075,0.031,0.031,3814.916634,207.8757745,9.51,0
2020-01-08 06:00:00-07:00,775.9534424,-0.075,0.049,0.031,3881.701168,209.1783335,9.51,0
2020-01-08 07:00:00-07:00,920.2935269,-0.075,0.049,0.031,3953.63475,210.1429033,9.51,4.84
2020-01-08 08:00:00-07:00,961.6280187,91.69628153,0.049,0.031,3675.987486,216.3150962,9.51,41.36
2020-01-08 09:00:00-07:00,899.0797522,136.179072,0.049,0.031,3467.789122,225.281238,9.51,77.22
2020-01-08 10:00:00-07:00,910.6085292,161.8077729,0.049,0.031,3413.309913,245.886777,9.51,103.62
2020-01-08 11:00:00-07:00,903.8724468,172.8418606,0.049,0.031,2916.180775,257.6211831,9.51,117.92
2020-01-08 12:00:00-07:00,887.0583196,170.8194618,0.049,0.031,2600.358749,264.252664,9.51,118.36
2020-01-08 13:00:00-07:00,869.9573922,158.9578101,0.049,0.031,2614.376565,268.2105366,9.51,105.6
2020-01-08 14:00:00-07:00,857.7432914,135.1697327,0.049,0.031,2369.639135,273.4553185,9.51,80.74
2020-01-08 15:00:00-07:00,887.5516506,95.50786586,0.049,0.031,2427.172967,271.7595048,9.51,46.42
2020-01-08 16:00:00-07:00,1003.312638,23.9539052,0.049,0.031,2540.708199,262.7146768,9.51,9.68
2020-01-08 17:00:00-07:00,1172.168732,-0.075,0.049,0.031,3085.01433,247.3692978,9.51,0
2020-01-08 18:00:00-07:00,1245.130427,-0.075,0.049,0.031,2809.526787,234.0570049,9.51,0
2020-01-08 19:00:00-07:00,1237.393681,-0.075,0.049,0.031,2899.173275,218.6613462,9.51,0
2020-01-08 20:00:00-07:00,1139.034344,-0.075,0.049,0.031,3135.569159,206.6985591,9.51,0
2020-01-08 21:00:00-07:00,1052.61345,-0.075,0.049,0.031,3130.712407,207.9620552,9.51,0
2020-01-08 22:00:00-07:00,910.9796585,-0.075,0.031,0.031,3407.128188,198.5680526,9.51,0
2020-01-08 23:00:00-07:00,786.2254639,-0.075,0.031,0.031,3680.613559,184.351793,9.51,0
2020-01-09 00:00:00-07:00,652.2071686,-0.075,0.031,0.031,3980.160362,170.0505554,9.51,0
2020-01-09 01:00:00-07:00,603.1365802,-0.075,0.031,0.031,4180.579416,154.5636394,9.51,0
